tag1,tag2,tag3
m.84, Z O, O
), Fpt , O
-, Fc , O
Vanoli, AQ B-PER, B-PER
-, Fx , O
Amoroso, AQ B-PER, B-PER
(, Fpa , O
Di, VMM B, B-PER
Vaio, NC I-P, I-PER
-, Fc , O
m.59, Z O, O
), Fpt , O
-, Fc , O
Hernan, VMI B-PER, B-PER
Crespo, AQ I-PER, I-PER
0, Fp , O
,,
3, Z , O
-, Fg , O
Inter, VMI B-OR, B-ORG
de, SP I, I-ORG
Milan, NC I-OR, I-ORG
:, Fd , O
Peruzzi, NP B-PER, B-PER
-, Fx , O
Simic, NP B-PE, B-PER
-, Fc , O
Blanc, NP B-PE, B-PER
-, Fc , O
Cordoba, NC B-PER, B-PER
-, Fc , O
Domoraud, AQ B-PER, B-PER
-, Fx , O
J., VMI B, B-PER
Zanetti, AQ I-PER, I-PER
-, Fc , O
Cauet, NP B-PE, B-PER
-, Fc , O
Jugovic, NP B-PER, B-PER
-, Fc , O
Serena, AQ B-PER, B-PER
(, Fpa , O
Recoba, NP B-PER, B-PER
-, Fc , O
m.75, Z O, O
), Fpt , O
-, Fx , O
Roberto, VMI B-PER, B-PER
Baggio, AQ I-PER, I-PER
(, Fpa , O
Fresi, NP B-PE, B-PER
-, Fc , O
m.85, Z O, O
), Fpt , O
-, Fc , O
Vieri, NP B-PE, B-PER
(, Fpa , O
Zamorano, NC B-PER, B-PER
-, Fc , O
m.33, Z O, O
), Fpt , O
0, Fp , O
,,
Goles, NC O, O
:, Fd , O
0-1, Z O, O
0, Fp , O
,,
Min.36, Z O, O
:, Fd , O
Roberto, NC B-PER, B-PER
Baggio, NC I-PER, I-PER
-, Fc , O
de, SP O, O
saque, VMS O, O
directo, AQ O, O
lateral, AQ O, O
de, SP O, O
falta, NC O, O
-, Fx , O
1-1, Z O, O
0, Fp , O
,,
Min.70, Z O, O
:, Fd , O
Mario, NC B-PE, B-PER
Stanic, NC I-PER, I-PER
de, SP O, O
cabeza, NC O, O
-, Fc , O
tras, SP O, O
saque, VMS O, O
de, SP O, O
esquina, NC O, O
-, Fx , O
1-2, Z O, O
0, Fp , O
,,
Min.83, Z O, O
:, Fd , O
Roberto, NC B-PER, B-PER
Baggio, NC I-PER, I-PER
-, Fc , O
con, SP O, O
la, DA O, O
izquierda, NC O, O
desde, SP O, O
el, DA O, O
borde, NC O, O
del, SP O, O
area, NC O, O
-, Fx , O
1-3, Z O, O
0, Fp , O
,,
Min.90, Z O, O
:, Fd , O
Zamorano, AQ B-PER, B-PER
bate, NC O, O
por, SP O, O
bajo, NC O, O
a, SP , O
Buffon, NC B-PER, B-PER
0, Fp , O
,,
Arbitro, VMI O, O
:, Fd , O
Graziano, NC B-PER, B-PER
Cesari, NC I-PER, I-PER
0, Fp , O
,,
Mostro, VMI O, O
tarjeta, NC O, O
amarilla, AQ O, O
a, SP , O
Cannavaro, NC B-PER, B-PER
(, Fpa , O
m.68, Z O, O
), Fpt , O
-, Fc , O
R., NC B, B-PER
Baggio, AQ I-PER, I-PER
(, Fpa , O
m.83, Z O, O
), Fpt , O
0, Fp , O
,,
Incidencias, NC O, O
:, Fd , O
Partido, NC O, O
de, SP O, O
desempate, NC O, O
para, SP O, O
la, DA O, O
fase, NC O, O
previa, AQ O, O
de, SP O, O
la, DA O, O
Liga, NC B-M, B-MISC
de, SP I, I-MISC
Campeones, NC I-MISC, I-MISC
de, SP O, O
Europa, NC B-LOC, B-LOC
-, Fg , O
al, SP O, O
haber, VAN O, O
acabado, VMP O, O
ambos, DN O, O
equipos, NC O, O
empatados, AQ O, O
a, SP , O
puntos, NC O, O
en, SP O, O
la, DA O, O
cuarta, AO O, O
plaza, NC O, O
liguera, AQ O, O
-, Fg , O
-, Fc , O
disputado, VMP O, O
en, SP O, O
el, DA O, O
estadio, NC O, O
Bentegodi, AQ B-LOC, B-LOC
-, Fc , O
de, SP O, O
Verona, NC B-LOC, B-LOC
0, Fp , O
,,
En, SP O, O
el, DA O, O
minuto, NC O, O
30, Z O, O
se, P0 O, O
lesiono, VMI O, O
Christian, VMN B-PER, B-PER
Vieri, AQ I-PE, I-PER
-, Fc , O
al, SP O, O
que, PR O, O
se, P0 O, O
le, PP O, O
puso, VMI O, O
un, DI O, O
fuerte, AQ O, O
vendaje, NC O, O
en, SP O, O
el, DA O, O
muslo, NC O, O
derecho, AQ O, O
-, Fc , O
tras, SP O, O
lo, DA O, O
cual, PR O, O
fue, VSI O, O
sustituido, VMP O, O
0, Fp , O
,,
Los, DA O, O
primeros, AO O, O
examenes, NC O, O
medicos, AQ O, O
apuntan, VMI O, O
a, SP , O
una, DI O, O
contractura, NC O, O
muscular, AQ O, O
0, Fp , O
,,
Comentario, NC O, O
:, Fd , O
Roberto, NC B-PER, B-PER
Baggio, NC I-PER, I-PER
-, Fc , O
con, SP O, O
dos, DN O, O
-, Fe , O
magias, NC O, O
-, Fe , O
-, Fc , O
ha, VAI O, O
dado, VMP O, O
al, SP O, O
Inter, NC B-OR, B-ORG
de, SP I, I-ORG
Milan, NC I-OR, I-ORG
el, DA O, O
acceso, NC O, O
a, SP , O
la, DA O, O
fase, NC O, O
preliminar, AQ O, O
de, SP O, O
la, DA O, O
Liga, NC B-M, B-MISC
de, SP I, I-MISC
Campeones, NC I-MISC, I-MISC
-, Fc , O
enviando, VMG O, O
al, SP O, O
Parma, NC B-LO, B-LOC
a, SP , O
la, DA O, O
Copa, NC B-M, B-MISC
de, SP I, I-MISC
la, DA I, I-MISC
UEFA, NC I-M, I-MISC
-, Fc , O
en, SP O, O
un, DI O, O
partido, NC O, O
jugado, VMP O, O
mucho, RG O, O
mejor, AQ O, O
por, SP O, O
el, DA O, O
equipo, NC O, O
milanes, AQ O, O
que, PR O, O
tuvo, VMI O, O
en, SP O, O
su, DP O, O
-, Fe , B-PER
Buda, NC I-P, I-PER
-, Fe , I-PER
al, SP O, O
gran, AQ O, O
artifice, NC O, O
del, SP O, O
triunfo, NC O, O
0, Fp , O
,,
Un, DI O, O
Roberto, NC B-PER, B-PER
Baggio, AQ I-PER, I-PER
que, CS O, O
-, Fc , O
curiosamente, RG O, O
-, Fc , O
en, SP O, O
el, DA O, O
que, PR O, O
puede, VMI O, O
haber, VAN O, O
sido, VSP O, O
su, DP O, O
ultimo, AO O, O
partido, NC O, O
como, CS O, O
interista, NP O, O
-, Fc , O
ha, VAI O, O
salvado, VMP O, O
economicamente, RG O, O
al, SP O, O
Inter, NC B-OR, B-ORG
de, SP I, I-ORG
Milan, NC I-OR, I-ORG
-, Fc , O
ha, VAI O, O
parado, VMP O, O
una, DI O, O
-, Fe , O
revolucion, NC O, O
-, Fe , O
prevista, AQ O, O
en, SP O, O
su, DP O, O
seno, NC O, O
de, SP O, O
haber, VAN O, O
perdido, VMP O, O
y, CC , O
ha, VAI O, O
salvado, VMP O, O
tambien, RG O, O
la, DA O, O
cabeza, NC O, O
del, SP O, O
tecnico, NC O, O
Marcello, AQ B-PER, B-PER
Lippi, NC I-PE, I-PER
con, SP O, O
el, DA O, O
que, CS O, O
durante, SP O, O
toda, DI O, O
la, DA O, O
temporada, NC O, O
ha, VAI O, O
mantenido, VMP O, O
grandes, AQ O, O
polemicas, NC O, O
0, Fp , O
,,
Pero, CC O, O
hoy, RG O, O
Roberto, AQ B-PER, B-PER
Baggio, NC I-PER, I-PER
se, P0 O, O
ha, VAI O, O
tomado, VMP O, O
su, DP O, O
particular, AQ O, O
revancha, NC O, O
-, Fc , O
demostrando, VMG O, O
que, CS O, O
en, SP O, O
un, DI O, O
futbol, NC O, O
donde, PR O, O
predomina, VMI O, O
lo, DA O, O
fisico, NC O, O
-, Fc , O
la, DA O, O
genialidad, NC O, O
-, Fc , O
la, DA O, O
tecnica, NC O, O
-, Fc , O
cuando, CS O, O
se, P0 O, O
deciden, VMI O, O
a, SP , O
ponerlo, VMN O, O
en, SP O, O
el, DA O, O
campo, NC O, O
-, Fc , O
es, VSI O, O
casi, RG O, O
siempre, RG O, O
determinante, AQ O, O
0, Fp , O
,,
Lo, PP O, O
hizo, VMI O, O
con, SP O, O
una, DI O, O
prestacion, NC O, O
desequilibrante, VMI O, O
y, CC , O
con, SP O, O
dos, DN O, O
goles, NC O, O
dignos, AQ O, O
de, SP O, O
su, DP O, O
calidad, NC O, O
:, Fd , O
el, DA O, O
primero, AO O, O
(, Fpa , O
m.36, Z O, O
), Fpt , O
-, Fc , O
en, SP O, O
saque, VMS O, O
de, SP O, O
falta, NC O, O
lateral, AQ O, O
directa, NC O, O
-, Fc , O
colando, VMG O, O
el, DA O, O
balon, NC O, O
en, SP O, O
el, DA O, O
angulo, NC O, O
superior, AQ O, O
derecho, NC O, O
-, Fc , O
dandose, VMG O, O
cuenta, NC O, O
que, PR O, O
todos, PI O, O
-, Fc , O
incluido, AQ O, O
el, DA O, O
meta, NC O, O
Buffon, AQ B-PER, B-PER
-, Fc , O
esperaban, VMI O, O
el, DA O, O
centro, NC O, O
-, Fx , O
el, DA O, O
segundo, AO O, O
(, Fpa , O
m.83, Z O, O
), Fpt , O
-, Fc , O
en, SP O, O
excelente, AQ O, O
media, DN O, O
volea, NC O, O
desde, SP O, O
el, DA O, O
borde, NC O, O
del, SP O, O
area, NC O, O
con, SP O, O
la, DA O, O
pierna, NC O, O
izquierda, AQ O, O
-, Fc , O
su, DP O, O
teoricamente, RG O, O
-, Fe , O
mala, AQ O, O
-, Fe , O
0, Fp , O
,,
El, DA O, O
partido, NC O, O
habia, VAI O, O
tenido, VMP O, O
un, DI O, O
inicio, NC O, O
equilibrado, AQ O, O
-, Fc , O
jugado, VMP O, O
en, SP O, O
pocos, DI O, O
metros, NC O, O
centrales, AQ O, O
por, SP O, O
la, DA O, O
fuerte, AQ O, O
presion, NC O, O
ejercida, VMP O, O
por, SP O, O
ambas, DN O, O
partes, NC O, O
0, Fp , O
,,
A, SP , O
partir, VMN O, O
del, SP O, O
minuto, NC O, O
veinte, PN O, O
-, Fc , O
el, DA O, O
Inter, NC B-OR, B-ORG
tuvo, VMI O, O
una, DI O, O
mayor, AQ O, O
presencia, NC O, O
-, Fc , O
beneficiada, VMP O, O
tambien, RG O, O
por, SP O, O
la, DA O, O
aparicion, NC O, O
de, SP O, O
un, DI O, O
Jugovic, NC B-PER, B-PER
que, PR O, O
dio, VMI O, O
orden, NC O, O
y, CC , O
tranquilidad, NC O, O
0, Fp , O
,,
Sin, SP O, O
embargo, NC O, O
-, Fc , O
la, DA O, O
primera, AO O, O
gran, AQ O, O
ocasion, NC O, O
la, PP O, O
tuvo, VMI O, O
el, DA O, O
Parma, NC B-OR, B-ORG
-, Fc , O
con, SP O, O
Dino, NC B-P, B-PER
Baggio, VMI I-PER, I-PER
enviando, VMG O, O
un, DI O, O
balon, NC O, O
al, SP O, O
palo, NC O, O
(, Fpa , O
m.27, Z O, O
), Fpt , O
0, Fp , O
,,
El, DA O, O
Baggio, NC B-PER, B-PER
parmesano, AQ O, O
no, RN O, O
acerto, VMI O, O
-, Fc , O
pero, CC O, O
si, RG O, O
nueve, DN O, O
minutos, NC O, O
despues, RG O, O
el, DA O, O
Baggio, NC B-PER, B-PER
interista, AQ O, O
-, Fc , O
con, SP O, O
el, DA O, O
excelente, AQ O, O
y, CC , O
picaro, AQ O, O
saque, VMS O, O
de, SP O, O
falta, NC O, O
0, Fp , O
,,
Con, SP O, O
un, DI O, O
Parma, NC B-OR, B-ORG
perdido, AQ O, O
-, Fc , O
que, PR O, O
atacaba, VMI O, O
sin, SP O, O
orden, NC O, O
ni, CC O, O
ideas, NC O, O
-, Fc , O
y, CC , O
un, DI O, O
Inter, NC B-OR, B-ORG
que, PR O, O
controlaba, VMI O, O
-, Fc , O
no, RN O, O
obstante, AQ O, O
-, Fc , O
Mario, NC B-PE, B-PER
Stanic, AQ I-PER, I-PER
(, Fpa , O
m.70, Z O, O
), Fpt , O
acerto, VMI O, O
a, SP , O
empatar, VMN O, O
en, SP O, O
remate, NC O, O
de, SP O, O
cabeza, NC O, O
en, SP O, O
saque, VMS O, O
de, SP O, O
esquina, NC O, O
0, Fp , O
,,
Ahora, RG O, O
era, VSI O, O
el, DA O, O
Parma, NC B-OR, B-ORG
el, DA O, O
que, PR O, O
paso, VMI O, O
a, SP , O
dominar, VMN O, O
y, CC , O
dispuso, VMI O, O
de, SP O, O
la, DA O, O
gran, AQ O, O
ocasion, NC O, O
de, SP O, O
adelantarse, VMN O, O
en, SP O, O
disparo, NC O, O
de, SP O, O
Stanic, NC B-PER, B-PER
(, Fpa , O
m.76, Z O, O
), Fpt , O
que, CS O, O
se, P0 O, O
fue, VMI O, O
por, SP O, O
poco, PI O, O
0, Fp , O
,,
Pero, CC O, O
una, DI O, O
nueva, AQ O, O
genialidad, NC O, O
de, SP O, O
Roberto, NC B-PER, B-PER
Baggio, AQ I-PER, I-PER
puso, VMI O, O
por, SP O, O
delante, RG O, O
al, SP O, O
Inter, NC B-OR, B-ORG
y, CC , O
todo, PI O, O
quedo, VMI O, O
ya, RG O, O
decidido, AQ O, O
-, Fc , O
pues, CS O, O
el, DA O, O
Parma, NC B-OR, B-ORG
se, P0 O, O
hundio, VMI O, O
y, CC , O
de, SP O, O
no, RN O, O
ser, VSN O, O
por, SP O, O
dos, DN O, O
proezas, NC O, O
de, SP O, O
Buffon, NC B-PER, B-PER
(, Fpa , O
ms.88., Z O, O
89, Z O, O
), Fpt , O
-, Fc , O
a, SP , O
disparos, NC O, O
de, SP O, O
Recoba, NC B-PER, B-PER
y, CC , O
Fresi, AQ B-PE, B-PER
que, PR O, O
se, P0 O, O
colaban, VMI O, O
-, Fc , O
pudo, VMI O, O
haber, VAN O, O
terminado, VMP O, O
goleado, VMP O, O
0, Fp , O
,,
El, DA O, O
buen, AQ O, O
meta, NC O, O
parmesano, AQ O, O
-, Fc , O
sin, SP O, O
embargo, NC O, O
-, Fc , O
poco, PI O, O
pudo, VMI O, O
hacer, VMN O, O
ante, SP O, O
Zamorano, NC B-PER, B-PER
(, Fpa , O
m.90, Z O, O
), Fpt , O
-, Fc , O
quien, PR O, O
ya, RG O, O
sentencio, VMI O, O
definitivamente, RG O, O
0, Fp , O
,,
El, DA O, O
Inter, NC B-OR, B-ORG
de, SP I, I-ORG
Milan, NC I-OR, I-ORG
-, Fc , O
en, SP O, O
la, DA O, O
noche, NC O, O
estelar, AQ O, O
de, SP O, O
Roberto, NC B-PER, B-PER
Baggio, AQ I-PER, I-PER
-, Fc , O
salvaba, VMI O, O
la, DA O, O
temporada, NC O, O
-, Fc , O
su, DP O, O
tecnico, NC O, O
seguramente, RG O, O
el, DA O, O
puesto, NC O, O
0, Fp , O
,,
Ahora, RG O, O
hay, VAI O, O
que, PR O, O
ver, VMN O, O
cual, PT O, O
sera, VSI O, O
el, DA O, O
futuro, NC O, O
del, SP O, O
-, Fe , B-PER
Buda, NC I-P, I-PER
-, Fe , I-PER
0, Fp , O
,,
Verona, NP B-LOC, B-LOC
(, Fpa , O
Italia, NP B-LOC, B-LOC
), Fpt , O
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Roberto, VMI B-PER, B-PER
Baggio, NC I-PER, I-PER
-, Fc , O
con, SP O, O
dos, DN O, O
-, Fe , O
magias, NC O, O
-, Fe , O
-, Fc , O
ha, VAI O, O
dado, VMP O, O
al, SP O, O
Inter, NC B-OR, B-ORG
de, SP I, I-ORG
Milan, NC I-OR, I-ORG
el, DA O, O
acceso, NC O, O
a, SP , O
la, DA O, O
fase, NC O, O
preliminar, AQ O, O
de, SP O, O
la, DA O, O
Liga, NC B-M, B-MISC
de, SP I, I-MISC
Campeones, NC I-MISC, I-MISC
-, Fc , O
enviando, VMG O, O
al, SP O, O
Parma, NC B-LO, B-LOC
a, SP , O
la, DA O, O
Copa, NC B-M, B-MISC
de, SP I, I-MISC
la, DA I, I-MISC
UEFA, NC I-M, I-MISC
-, Fc , O
en, SP O, O
un, DI O, O
partido, NC O, O
jugado, VMP O, O
mucho, RG O, O
mejor, AQ O, O
por, SP O, O
el, DA O, O
equipo, NC O, O
milanes, AQ O, O
que, PR O, O
tuvo, VMI O, O
en, SP O, O
su, DP O, O
-, Fe , B-PER
Buda, NC I-P, I-PER
-, Fe , I-PER
al, SP O, O
gran, AQ O, O
artifice, NC O, O
del, SP O, O
triunfo, NC O, O
0, Fp , O
,,
Un, DI O, O
Roberto, NC B-PER, B-PER
Baggio, AQ I-PER, I-PER
que, CS O, O
-, Fc , O
curiosamente, RG O, O
-, Fc , O
en, SP O, O
el, DA O, O
que, PR O, O
puede, VMI O, O
haber, VAN O, O
sido, VSP O, O
su, DP O, O
ultimo, AO O, O
partido, NC O, O
como, CS O, O
interista, NP O, O
-, Fc , O
ha, VAI O, O
salvado, VMP O, O
economicamente, RG O, O
al, SP O, O
Inter, NC B-OR, B-ORG
de, SP I, I-ORG
Milan, NC I-OR, I-ORG
-, Fc , O
ha, VAI O, O
parado, VMP O, O
una, DI O, O
-, Fe , O
revolucion, NC O, O
-, Fe , O
prevista, AQ O, O
en, SP O, O
su, DP O, O
seno, NC O, O
de, SP O, O
haber, VAN O, O
perdido, VMP O, O
y, CC , O
ha, VAI O, O
salvado, VMP O, O
tambien, RG O, O
la, DA O, O
cabeza, NC O, O
del, SP O, O
tecnico, NC O, O
Marcello, AQ B-PER, B-PER
Lippi, NC I-PE, I-PER
con, SP O, O
el, DA O, O
que, CS O, O
durante, SP O, O
toda, DI O, O
la, DA O, O
temporada, NC O, O
ha, VAI O, O
mantenido, VMP O, O
grandes, AQ O, O
polemicas, NC O, O
0, Fp , O
,,
Pero, CC O, O
hoy, RG O, O
Roberto, AQ B-PER, B-PER
Baggio, NC I-PER, I-PER
se, P0 O, O
ha, VAI O, O
tomado, VMP O, O
su, DP O, O
particular, AQ O, O
revancha, NC O, O
-, Fc , O
demostrando, VMG O, O
que, CS O, O
en, SP O, O
un, DI O, O
futbol, NC O, O
donde, PR O, O
predomina, VMI O, O
lo, DA O, O
fisico, NC O, O
-, Fc , O
la, DA O, O
genialidad, NC O, O
-, Fc , O
la, DA O, O
tecnica, NC O, O
-, Fc , O
cuando, CS O, O
se, P0 O, O
deciden, VMI O, O
a, SP , O
ponerlo, VMN O, O
en, SP O, O
el, DA O, O
campo, NC O, O
-, Fc , O
es, VSI O, O
casi, RG O, O
siempre, RG O, O
determinante, AQ O, O
0, Fp , O
,,
Lo, PP O, O
hizo, VMI O, O
con, SP O, O
una, DI O, O
prestacion, NC O, O
desequilibrante, VMI O, O
y, CC , O
con, SP O, O
dos, DN O, O
goles, NC O, O
dignos, AQ O, O
de, SP O, O
su, DP O, O
calidad, NC O, O
:, Fd , O
el, DA O, O
primero, AO O, O
(, Fpa , O
m.36, Z O, O
), Fpt , O
-, Fc , O
en, SP O, O
saque, VMS O, O
de, SP O, O
falta, NC O, O
lateral, AQ O, O
directa, NC O, O
-, Fc , O
colando, VMG O, O
el, DA O, O
balon, NC O, O
en, SP O, O
el, DA O, O
angulo, NC O, O
superior, AQ O, O
derecho, NC O, O
-, Fc , O
dandose, VMG O, O
cuenta, NC O, O
que, PR O, O
todos, PI O, O
-, Fc , O
incluido, AQ O, O
el, DA O, O
meta, NC O, O
Buffon, AQ B-PER, B-PER
-, Fc , O
esperaban, VMI O, O
el, DA O, O
centro, NC O, O
-, Fx , O
el, DA O, O
segundo, AO O, O
(, Fpa , O
m.83, Z O, O
), Fpt , O
-, Fc , O
en, SP O, O
excelente, AQ O, O
media, DN O, O
volea, NC O, O
desde, SP O, O
el, DA O, O
borde, NC O, O
del, SP O, O
area, NC O, O
con, SP O, O
la, DA O, O
pierna, NC O, O
izquierda, AQ O, O
-, Fc , O
su, DP O, O
teoricamente, RG O, O
-, Fe , O
mala, AQ O, O
-, Fe , O
0, Fp , O
,,
El, DA O, O
partido, NC O, O
habia, VAI O, O
tenido, VMP O, O
un, DI O, O
inicio, NC O, O
equilibrado, AQ O, O
-, Fc , O
jugado, VMP O, O
en, SP O, O
pocos, DI O, O
metros, NC O, O
centrales, AQ O, O
por, SP O, O
la, DA O, O
fuerte, AQ O, O
presion, NC O, O
ejercida, VMP O, O
por, SP O, O
ambas, DN O, O
partes, NC O, O
0, Fp , O
,,
A, SP , O
partir, VMN O, O
del, SP O, O
minuto, NC O, O
veinte, PN O, O
-, Fc , O
el, DA O, O
Inter, NC B-OR, B-ORG
tuvo, VMI O, O
una, DI O, O
mayor, AQ O, O
presencia, NC O, O
-, Fc , O
beneficiada, VMP O, O
tambien, RG O, O
por, SP O, O
la, DA O, O
aparicion, NC O, O
de, SP O, O
un, DI O, O
Jugovic, NC B-PER, B-PER
que, PR O, O
dio, VMI O, O
orden, NC O, O
y, CC , O
tranquilidad, NC O, O
0, Fp , O
,,
Sin, SP O, O
embargo, NC O, O
-, Fc , O
la, DA O, O
primera, AO O, O
gran, AQ O, O
ocasion, NC O, O
la, PP O, O
tuvo, VMI O, O
el, DA O, O
Parma, NC B-OR, B-ORG
-, Fc , O
con, SP O, O
Dino, NC B-P, B-PER
Baggio, VMI I-PER, I-PER
enviando, VMG O, O
un, DI O, O
balon, NC O, O
al, SP O, O
palo, NC O, O
(, Fpa , O
m.27, Z O, O
), Fpt , O
0, Fp , O
,,
El, DA O, O
Baggio, NC B-PER, B-PER
parmesano, AQ O, O
no, RN O, O
acerto, VMI O, O
-, Fc , O
pero, CC O, O
si, RG O, O
nueve, DN O, O
minutos, NC O, O
despues, RG O, O
el, DA O, O
Baggio, NC B-PER, B-PER
interista, AQ O, O
-, Fc , O
con, SP O, O
el, DA O, O
excelente, AQ O, O
y, CC , O
picaro, AQ O, O
saque, VMS O, O
de, SP O, O
falta, NC O, O
0, Fp , O
,,
Con, SP O, O
un, DI O, O
Parma, NC B-OR, B-ORG
perdido, AQ O, O
-, Fc , O
que, PR O, O
atacaba, VMI O, O
sin, SP O, O
orden, NC O, O
ni, CC O, O
ideas, NC O, O
-, Fc , O
y, CC , O
un, DI O, O
Inter, NC B-OR, B-ORG
que, PR O, O
controlaba, VMI O, O
-, Fc , O
no, RN O, O
obstante, AQ O, O
-, Fc , O
Mario, NC B-PE, B-PER
Stanic, AQ I-PER, I-PER
(, Fpa , O
m.70, Z O, O
), Fpt , O
acerto, VMI O, O
a, SP , O
empatar, VMN O, O
en, SP O, O
remate, NC O, O
de, SP O, O
cabeza, NC O, O
en, SP O, O
saque, VMS O, O
de, SP O, O
esquina, NC O, O
0, Fp , O
,,
Ahora, RG O, O
era, VSI O, O
el, DA O, O
Parma, NC B-OR, B-ORG
el, DA O, O
que, PR O, O
paso, VMI O, O
a, SP , O
dominar, VMN O, O
y, CC , O
dispuso, VMI O, O
de, SP O, O
la, DA O, O
gran, AQ O, O
ocasion, NC O, O
de, SP O, O
adelantarse, VMN O, O
en, SP O, O
disparo, NC O, O
de, SP O, O
Stanic, NC B-PER, B-PER
(, Fpa , O
m.76, Z O, O
), Fpt , O
que, CS O, O
se, P0 O, O
fue, VMI O, O
por, SP O, O
poco, PI O, O
0, Fp , O
,,
Pero, CC O, O
una, DI O, O
nueva, AQ O, O
genialidad, NC O, O
de, SP O, O
Roberto, NC B-PER, B-PER
Baggio, AQ I-PER, I-PER
puso, VMI O, O
por, SP O, O
delante, RG O, O
al, SP O, O
Inter, NC B-OR, B-ORG
y, CC , O
todo, PI O, O
quedo, VMI O, O
ya, RG O, O
decidido, AQ O, O
-, Fc , O
pues, CS O, O
el, DA O, O
Parma, NC B-OR, B-ORG
se, P0 O, O
hundio, VMI O, O
y, CC , O
de, SP O, O
no, RN O, O
ser, VSN O, O
por, SP O, O
dos, DN O, O
proezas, NC O, O
de, SP O, O
Buffon, NC B-PER, B-PER
(, Fpa , O
ms.88., Z O, O
89, Z O, O
), Fpt , O
-, Fc , O
a, SP , O
disparos, NC O, O
de, SP O, O
Recoba, NC B-PER, B-PER
y, CC , O
Fresi, AQ B-PE, B-PER
que, PR O, O
se, P0 O, O
colaban, VMI O, O
-, Fc , O
pudo, VMI O, O
haber, VAN O, O
terminado, VMP O, O
goleado, VMP O, O
0, Fp , O
,,
El, DA O, O
buen, AQ O, O
meta, NC O, O
parmesano, AQ O, O
-, Fc , O
sin, SP O, O
embargo, NC O, O
-, Fc , O
poco, PI O, O
pudo, VMI O, O
hacer, VMN O, O
ante, SP O, O
Zamorano, NC B-PER, B-PER
(, Fpa , O
m.90, Z O, O
), Fpt , O
-, Fc , O
quien, PR O, O
ya, RG O, O
sentencio, VMI O, O
definitivamente, RG O, O
0, Fp , O
,,
El, DA O, O
Inter, NC B-OR, B-ORG
de, SP I, I-ORG
Milan, NC I-OR, I-ORG
-, Fc , O
en, SP O, O
la, DA O, O
noche, NC O, O
estelar, AQ O, O
de, SP O, O
Roberto, NC B-PER, B-PER
Baggio, AQ I-PER, I-PER
-, Fc , O
salvaba, VMI O, O
la, DA O, O
temporada, NC O, O
-, Fc , O
su, DP O, O
tecnico, NC O, O
seguramente, RG O, O
el, DA O, O
puesto, NC O, O
0, Fp , O
,,
Ahora, RG O, O
hay, VAI O, O
que, PR O, O
ver, VMN O, O
cual, PT O, O
sera, VSI O, O
el, DA O, O
futuro, NC O, O
del, SP O, O
-, Fe , B-PER
Buda, NC I-P, I-PER
-, Fe , I-PER
0, Fp , O
,,
Alineaciones, NC O, O
:, Fd , O
1, Z , O
-, Fg , O
Parma, VMI B-OR, B-ORG
:, Fd , O
Buffon, NP B-PER, B-PER
-, Fx , O
Sartor, NP B-PER, B-PER
-, Fc , O
Thuram, NP B-PER, B-PER
-, Fc , O
Cannavaro, AQ B-PER, B-PER
-, Fx , O
Fuser, NP B-PE, B-PER
-, Fc , O
Bola�o, NC B-PER, B-PER
(, Fpa , O
Stanic, NP B-PER, B-PER
-, Fc , O
m.59, Z O, O
), Fpt , O
-, Fc , O
Breda, NP B-PE, B-PER
-, Fc , O
Dino, NC B-P, B-PER
Baggio, AQ I-PER, I-PER
(, Fpa , O
Dabo, NP B-P, B-PER
-, Fc , O
m.84, Z O, O
), Fpt , O
-, Fc , O
Vanoli, AQ B-PER, B-PER
-, Fx , O
Amoroso, AQ B-PER, B-PER
(, Fpa , O
Di, VMM B, B-PER
Vaio, NC I-P, I-PER
-, Fc , O
m.59, Z O, O
), Fpt , O
-, Fc , O
Hernan, VMI B-PER, B-PER
Crespo, AQ I-PER, I-PER
0, Fp , O
,,
3, Z , O
-, Fg , O
Inter, VMI B-OR, B-ORG
de, SP I, I-ORG
Milan, NC I-OR, I-ORG
:, Fd , O
Peruzzi, NP B-PER, B-PER
-, Fx , O
Simic, NP B-PE, B-PER
-, Fc , O
Blanc, NP B-PE, B-PER
-, Fc , O
Cordoba, NC B-PER, B-PER
-, Fc , O
Domoraud, AQ B-PER, B-PER
-, Fx , O
J., VMI B, B-PER
Zanetti, AQ I-PER, I-PER
-, Fc , O
Cauet, NP B-PE, B-PER
-, Fc , O
Jugovic, NP B-PER, B-PER
-, Fc , O
Serena, AQ B-PER, B-PER
(, Fpa , O
Recoba, NP B-PER, B-PER
-, Fc , O
m.75, Z O, O
), Fpt , O
-, Fx , O
Roberto, VMI B-PER, B-PER
Baggio, AQ I-PER, I-PER
(, Fpa , O
Fresi, NP B-PE, B-PER
-, Fc , O
m.85, Z O, O
), Fpt , O
-, Fc , O
Vieri, NP B-PE, B-PER
(, Fpa , O
Zamorano, NC B-PER, B-PER
-, Fc , O
m.33, Z O, O
), Fpt , O
0, Fp , O
,,
Goles, NC O, O
:, Fd , O
0-1, Z O, O
0, Fp , O
,,
Min.36, Z O, O
:, Fd , O
Roberto, NC B-PER, B-PER
Baggio, NC I-PER, I-PER
-, Fc , O
de, SP O, O
saque, VMS O, O
directo, AQ O, O
lateral, AQ O, O
