tag1,tag2,tag3
de, SP O, O
40, Z O, O
pesetas, NC O, O
0, Fp , O
,,
El, DA O, O
secretario, NC O, O
provincial, AQ O, O
de, SP O, O
la, DA O, O
UFP, NC B-, B-ORG
de, SP O, O
Baleares, NC B-LOC, B-LOC
solicita, VMI O, O
que, CS O, O
se, P0 O, O
cumplan, VMS O, O
las, DA O, O
promesas, NC O, O
electorales, AQ O, O
del, SP O, O
PP, NC B, B-ORG
y, CC , O
-, Fe , O
se, P0 O, O
nos, PP O, O
equipare, VMS O, O
-, Fe , O
con, SP O, O
las, DA O, O
policias, NC O, O
autonomicas, AQ O, O
que, PR O, O
-, Fc , O
asumiendo, VMG O, O
menos, RG O, O
delegaciones, NC O, O
-, Fc , O
cobran, VMI O, O
entre, SP O, O
60.000., Z O, O
70, Z O, O
pesetas, NC O, O
mas, RG O, O
0, Fp , O
,,
El, DA O, O
sueldo, NC O, O
base, NC O, O
de, SP O, O
un, DI O, O
policia, NC O, O
nacional, AQ O, O
en, SP O, O
Menorca, NC B-LOC, B-LOC
es, VSI O, O
de, SP O, O
98, Z O, O
pesetas, NC O, O
-, Fc , O
aunque, CS O, O
con, SP O, O
diversos, DI O, O
complementos, NC O, O
-, Fc , O
cada, DI O, O
agente, NC O, O
percibe, VMI O, O
una, DI O, O
media, AQ O, O
de, SP O, O
163, Z O, O
pesetas, NC O, O
mensuales, AQ O, O
0, Fp , O
,,
El, DA O, O
plus, NC O, O
de, SP O, O
insularidad, NC O, O
representa, VMI O, O
solo, RG O, O
un, DI O, O
incremento, NC O, O
de, SP O, O
6, Z O, O
pesetas, NC O, O
0, Fp , O
,,
-, Fe , O
Estamos, VMI O, O
mucho, RG O, O
peor, AQ O, O
que, PR O, O
la, DA O, O
Guardia, NC B-ORG, B-ORG
Civil, AQ I-OR, I-ORG
-, Fe , O
-, Fc , O
adujo, VMI O, O
Mulet, NC B-PE, B-PER
-, Fc , O
porque, CS O, O
-, Fe , O
al, SP O, O
menos, RG O, O
-, Fc , O
ellos, PP O, O
tienen, VMI O, O
una, DI O, O
vivienda, NC O, O
garantizada, AQ O, O
y, CC , O
nosotros, PP O, O
debemos, VMI O, O
costearla, VMN O, O
con, SP O, O
nuestro, DP O, O
sueldo, NC O, O
-, Fe , O
0, Fp , O
,,
Madrid, NP B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFECOM, NP B-ORG, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
numero, NC O, O
viviendas, NC O, O
de, SP O, O
nueva, AQ O, O
planta, NC O, O
que, PR O, O
recibieron, VMI O, O
la, DA O, O
preceptiva, AQ O, O
licencia, NC O, O
municipal, AQ O, O
de, SP O, O
obra, NC O, O
el, DA O, O
pasado, AQ O, O
mes, NC O, O
de, SP O, O
diciembre, NC O, O
ascendio, VMI O, O
a, SP , O
40.802, Z O, O
-, Fc , O
lo, DA O, O
que, PR O, O
representa, VMI O, O
un, DI O, O
incremento, NC O, O
del, SP O, O
21-8, Z O, O
por, SP O, O
ciento, DN O, O
respecto, NC O, O
al, SP O, O
mismo, DI O, O
periodo, NC O, O
de, SP O, O
1998, Z O, O
-, Fc , O
segun, SP O, O
datos, NC O, O
del, SP O, O
Ministerio, NC B-ORG, B-ORG
de, SP I, I-ORG
Fomento, NC I-ORG, I-ORG
0, Fp , O
,,
Los, DA O, O
ayuntamientos, NC O, O
concedieron, VMI O, O
en, SP O, O
diciembre, NC O, O
del, SP O, O
pasado, AQ O, O
a�o, NC O, O
11.472, Z O, O
licencias, NC O, O
de, SP O, O
obra, NC O, O
-, Fc , O
lo, DA O, O
que, PR O, O
supuso, VMI O, O
autorizar, VMN O, O
la, DA O, O
construccion, NC O, O
de, SP O, O
16.007, Z O, O
edificios, NC O, O
nuevos, AQ O, O
-, Fc , O
de, SP O, O
los, DA O, O
que, PR O, O
14.61, Z O, O
eran, VSI O, O
residenciales, AQ O, O
0, Fp , O
,,
Las, DA O, O
14.61, Z O, O
construcciones, NC O, O
residenciales, AQ O, O
estaban, VMI O, O
compuestas, AQ O, O
por, SP O, O
40.802, Z O, O
viviendas, NC O, O
de, SP O, O
nueva, AQ O, O
planta, NC O, O
0, Fp , O
,,
La, DA O, O
superficie, NC O, O
total, AQ O, O
de, SP O, O
los, DA O, O
edificios, NC O, O
que, PR O, O
obtuvieron, VMI O, O
la, DA O, O
licencia, NC O, O
municipal, AQ O, O
era, VSI O, O
de, SP O, O
8-2, Z O, O
millones, NC O, O
de, SP O, O
metros, NC O, O
cuadrados, AQ O, O
-, Fc , O
mientras, CS O, O
que, CS O, O
solo, RG O, O
los, DA O, O
residenciales, AQ O, O
sumaban, VMI O, O
6-8, Z O, O
millones, NC O, O
de, SP O, O
metros, NC O, O
cuadrados, AQ O, O
-, Fc , O
En, SP O, O
el, DA O, O
mismo, DI O, O
periodo, NC O, O
-, Fc , O
los, DA O, O
ayuntamientos, NC O, O
concedieron, VMI O, O
2.174, Z O, O
licencias, NC O, O
de, SP O, O
rehabilitacion, NC O, O
de, SP O, O
edificios, NC O, O
-, Fc , O
un, DI O, O
8-4, Z O, O
por, SP O, O
ciento, PN O, O
mas, RG O, O
-, Fc , O
y, CC , O
887, Z O, O
licencias, NC O, O
para, SP O, O
rehabilitar, VMN O, O
viviendas, NC O, O
-, Fc , O
un, DI O, O
26, Z O, O
por, SP O, O
ciento, PN O, O
menos, RG O, O
0, Fp , O
,,
En, SP O, O
diciembre, NC O, O
de, SP O, O
1999, Z O, O
se, P0 O, O
autorizo, VMI O, O
la, DA O, O
demolicion, NC O, O
de, SP O, O
874, Z O, O
edificios, NC O, O
y, CC , O
de, SP O, O
999, Z O, O
viviendas, NC O, O
0, Fp , O
,,
Palma, VMM B-LO, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Los, DA O, O
consellers, NC O, O
de, SP O, O
Turismo, NC B-MISC, B-MISC
-, Fc , O
Celesti, VMI B-PER, B-PER
Alomar, VMN I-PER, I-PER
-, Fc , O
y, CC , O
de, SP O, O
Hacienda., VMN B-MISC, B-MISC
Presupuestos, NC I-MISC, I-MISC
-, Fc , O
Joan, VMI B-P, B-PER
Mesquida, AQ I-PER, I-PER
-, Fc , O
comenzaron, VMI O, O
a, SP , O
las, DA O, O
siete, PN O, O
de, SP O, O
esta, DD O, O
tarde, RG O, O
una, DI O, O
reunion, NC O, O
con, SP O, O
la, DA O, O
directiva, NC O, O
de, SP O, O
la, DA O, O
Federacion, NC B-ORG, B-ORG
Hotelera, AQ I-ORG, I-ORG
de, SP I, I-ORG
Baleares, NC I-ORG, I-ORG
para, SP O, O
presentar, VMN O, O
a, SP , O
este, DD O, O
sector, NC O, O
el, DA O, O
proyecto, NC O, O
de, SP O, O
ecotasa, NC O, O
que, PR O, O
prepara, VMI O, O
el, DA O, O
Ejecutivo, NC B-ORG, B-ORG
autonomico, AQ O, O
0, Fp , O
,,
A, SP , O
la, DA O, O
reunion, NC O, O
-, Fc , O
que, PR O, O
se, P0 O, O
celebra, VMI O, O
en, SP O, O
el, DA O, O
Consolat, NC B-LOC, B-LOC
de, SP I, I-LOC
la, DA I, I-LOC
Mar, NC I-, I-LOC
-, Fc , O
asiste, VMI O, O
el, DA O, O
presidente, NC O, O
de, SP O, O
la, DA O, O
Federacion, NC B-ORG, B-ORG
Hotelera, AQ I-ORG, I-ORG
de, SP I, I-ORG
Baleares, NC I-ORG, I-ORG
-, Fc , O
Pedro, NC B-PE, B-PER
Ca�ellas, NC I-PER, I-PER
-, Fc , O
el, DA O, O
presidente, NC O, O
de, SP O, O
la, DA O, O
Federacion, NC B-ORG, B-ORG
de, SP I, I-ORG
las, DA I-, I-ORG
Pitiusas, NC I-ORG, I-ORG
-, Fc , O
Gonzalo, NC B-PER, B-PER
Miragall, NC I-PER, I-PER
-, Fc , O
y, CC , O
el, DA O, O
dirigente, AQ O, O
de, SP O, O
la, DA O, O
federacion, NC O, O
hotelera, AQ O, O
menorquina, AQ O, O
-, Fc , O
Francesc, NC B-PER, B-PER
Mercadal, NC I-PER, I-PER
0, Fp , O
,,
Estos, DD O, O
representantes, NC O, O
del, SP O, O
sector, NC O, O
hotelero, AQ O, O
de, SP O, O
Baleares, NC B-LOC, B-LOC
estan, VMI O, O
acompa�ados, AQ O, O
por, SP O, O
varios, DI O, O
miembros, NC O, O
de, SP O, O
la, DA O, O
junta, NC O, O
directiva, AQ O, O
de, SP O, O
la, DA O, O
federacion, NC O, O
balear, AQ O, O
0, Fp , O
,,
El, DA O, O
gobierno, NC O, O
autonomico, AQ O, O
-, Fc , O
que, PR O, O
ayer, RG O, O
presento, VMI O, O
el, DA O, O
borrador, NC O, O
de, SP O, O
proyecto, NC O, O
de, SP O, O
ecotasa, NC O, O
a, SP , O
los, DA O, O
tres, DN O, O
consells, NC O, O
insulares, AQ O, O
-, Fc , O
confia, VMI O, O
en, SP O, O
que, CS O, O
los, DA O, O
representantes, NC O, O
del, SP O, O
sector, NC O, O
hotelero, AQ O, O
suavicen, VMS O, O
su, DP O, O
postura, NC O, O
inicial, AQ O, O
de, SP O, O
rechazo, NC O, O
a, SP , O
la, DA O, O
implantacion, NC O, O
del, SP O, O
impuesto, NC O, O
turistico, AQ O, O
-, Fc , O
una, DI O, O
vez, NC O, O
que, PR O, O
conozcan, VMS O, O
los, DA O, O
detalles, NC O, O
de, SP O, O
la, DA O, O
iniciativa, NC O, O
0, Fp , O
,,
Tras, SP O, O
descartar, VMN O, O
el, DA O, O
cobro, NC O, O
de, SP O, O
la, DA O, O
tasa, NC O, O
en, SP O, O
aeropuertos, NC O, O
y, CC , O
puertos, NC O, O
maritimos, AQ O, O
-, Fc , O
el, DA O, O
Govern, NC B-ORG, B-ORG
ha, VAI O, O
optado, VMP O, O
por, SP O, O
cobrarla, VMN O, O
por, SP O, O
estancia, NC O, O
de, SP O, O
visitantes, NC O, O
-, Fc , O
en, SP O, O
cada, DI O, O
establecimiento, NC O, O
hotelero, AQ O, O
-, Fc , O
por, SP O, O
un, DI O, O
valor, NC O, O
aproximado, AQ O, O
de, SP O, O
un, DI O, O
euro, NC O, O
diario, AQ O, O
0, Fp , O
,,
Malaga, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
Malaga, NC B-ORG, B-ORG
CF, AQ I, I-ORG
multara, VMI O, O
al, SP O, O
delantero, NC O, O
uruguayo, AQ O, O
Dario, AQ B-PE, B-PER
Silva, NC I-PE, I-PER
-, Fc , O
despues, RG O, O
de, SP O, O
estudiar, VMN O, O
un, DI O, O
expediente, NC O, O
disciplinario, AQ O, O
que, PR O, O
se, P0 O, O
le, PP O, O
abrio, VMI O, O
por, SP O, O
unas, DI O, O
declaraciones, NC O, O
en, SP O, O
las, DA O, O
que, PR O, O
culpo, VMI O, O
al, SP O, O
presidente, NC O, O
de, SP O, O
la, DA O, O
entidad, NC O, O
-, Fc , O
Fernando, VMI B-PER, B-PER
Puche, VMM I-PE, I-PER
-, Fc , O
del, SP O, O
conflicto, NC O, O
de, SP O, O
las, DA O, O
primas, NC O, O
y, CC , O
de, SP O, O
las, DA O, O
protestas, NC O, O
de, SP O, O
la, DA O, O
aficion, NC O, O
por, SP O, O
el, DA O, O
juego, NC O, O
mostrado, AQ O, O
frente, RG O, O
al, SP O, O
Celta, NC B-OR, B-ORG
0, Fp , O
,,
En, SP O, O
primera, AO O, O
instancia, NC O, O
-, Fc , O
el, DA O, O
Malaga, NC B-ORG, B-ORG
CF, AQ I, I-ORG
abrio, VMI O, O
un, DI O, O
expediente, NC O, O
informativo, AQ O, O
y, CC , O
despues, RG O, O
del, SP O, O
dialogo, NC O, O
entre, SP O, O
el, DA O, O
maximo, AQ O, O
mandatario, NC O, O
y, CC , O
el, DA O, O
futbolista, NC O, O
parecio, VMI O, O
todo, DI O, O
aclarado, NC O, O
-, Fc , O
aunque, CS O, O
el, DA O, O
Consejo, NC B-ORG, B-ORG
de, SP I, I-ORG
Administracion, NC I-ORG, I-ORG
ha, VAI O, O
decidido, VMP O, O
imponerle, VMN O, O
una, DI O, O
sancion, NC O, O
economica, AQ O, O
0, Fp , O
,,
Este, PD O, O
es, VSI O, O
el, DA O, O
tercer, AO O, O
expediente, NC O, O
al, SP O, O
que, PR O, O
es, VSI O, O
sometido, AQ O, O
Dario, AQ B-PE, B-PER
Silva, NC I-PE, I-PER
por, SP O, O
el, DA O, O
Malaga, NC B-ORG, B-ORG
CF, AQ I, I-ORG
-, Fc , O
debido, AQ O, O
a, SP , O
las, DA O, O
diversas, DI O, O
faltas, NC O, O
que, PR O, O
ha, VAI O, O
cometido, VMP O, O
a, SP , O
lo, DA O, O
largo, AQ O, O
de, SP O, O
la, DA O, O
temporada, NC O, O
0, Fp , O
,,
El, DA O, O
primero, AO O, O
fue, VSI O, O
por, SP O, O
mostrar, VMN O, O
un, DI O, O
logotipo, NC O, O
de, SP O, O
un, DI O, O
partido, NC O, O
politico, AQ O, O
en, SP O, O
visperas, NC O, O
de, SP O, O
las, DA O, O
elecciones, NC O, O
generales, AQ O, O
y, CC , O
andaluzas, AQ O, O
-, Fc , O
cuando, CS O, O
consiguio, VMI O, O
el, DA O, O
gol, NC O, O
frente, RG O, O
al, SP O, O
Deportivo, AQ B-ORG, B-ORG
-, Fx , O
y, CC , O
el, DA O, O
segundo, AO O, O
llego, VMI O, O
por, SP O, O
el, DA O, O
altercado, NC O, O
que, PR O, O
sufrio, VMI O, O
con, SP O, O
un, DI O, O
aficionado, NC O, O
del, SP O, O
Oviedo, VMN B-ORG, B-ORG
nada, PI O, O
mas, RG O, O
concluir, VMN O, O
el, DA O, O
encuentro, NC O, O
de, SP O, O
Liga, NC B-M, B-MISC
en, SP O, O
el, DA O, O
Carlos, NC B-LOC, B-LOC
Tartiere, AQ I-LOC, I-LOC
0, Fp , O
,,
Dario, VMI B-PE, B-PER
Silva, NC I-PE, I-PER
-, Fc , O
que, PR O, O
ya, RG O, O
conoce, VMI O, O
la, DA O, O
decision, NC O, O
del, SP O, O
club, NC O, O
malague�o, AQ O, O
-, Fc , O
se, P0 O, O
marcho, VMI O, O
hoy, RG O, O
a, SP , O
su, DP O, O
pais, NC O, O
para, SP O, O
concentrarse, VMN O, O
el, DA O, O
proximo, AQ O, O
3, Z , O
de, SP O, O
junio, NC O, O
con, SP O, O
la, DA O, O
seleccion, NC O, O
charrua, AQ O, O
-, Fc , O
que, PR O, O
disputara, VMI O, O
varios, DI O, O
encuentros, NC O, O
clasificatorias, AQ O, O
para, SP O, O
el, DA O, O
Mundial, AQ B-MISC, B-MISC
de, SP I, I-MISC
2002, Z I-M, I-MISC
0, Fp , O
,,
Abonados, AQ O, O
:, Fd , O
Esta, DD O, O
informacion, NC O, O
sustituye, VMI O, O
a, SP , O
la, DA O, O
anterior, AQ O, O
sobre, SP O, O
el, DA O, O
mismo, DI O, O
tema, NC O, O
-, Fc , O
al, SP O, O
haber, VAN O, O
introducido, VMP O, O
esta, DD O, O
cadena, NC O, O
de, SP O, O
TV, NC O, O
cambios, NC O, O
en, SP O, O
su, DP O, O
programacion, NC O, O
0, Fp , O
,,
ANTENA, NC B-ORG, B-ORG
3, Z , I-ORG
-, Fg , O
07-00, Z O, O
0, Fp , O
,,
-, Fg , O
,,
COSQUILLAS, NC B-MISC, B-MISC
MAGICAS, VMI I-MISC, I-MISC
07-20, Z O, O
0, Fp , O
,,
-, Fg , O
,,
CLUB, NC B-M, B-MISC
MEGATRIX, VMI I-MISC, I-MISC
09-00, Z O, O
0, Fp , O
,,
-, Fg , O
,,
EL, DA B, B-MISC
PRIMER, AO I-MIS, I-MISC
CAFE, VMI I-M, I-MISC
10-00, Z O, O
0, Fp , O
,,
-, Fg , O
,,
SE, P0 B, B-MISC
HA, VAI I, I-MISC
ESCRITO, VMP I-MISC, I-MISC
UN, DI I, I-MISC
CRIMEN, NC I-MIS, I-MISC
10-55, Z O, O
0, Fp , O
,,
-, Fg , O
,,
COMO, CS B-M, B-MISC
LA, DA I, I-MISC
VIDA, NC I-M, I-MISC
MISMA, DI I-MI, I-MISC
13-30, Z O, O
0, Fp , O
,,
-, Fg , O
,,
FARMACIA, NC B-MISC, B-MISC
DE, SP I, I-MISC
GUARDIA, NC I-MISC, I-MISC
-, Fg , O
Entre, SP O, O
las, DA O, O
13-35., Z O, O
las, DA O, O
14-00, Z O, O
horas, NC O, O
desconexiones, NC O, O
territoriales, AQ O, O
de, SP O, O
-, Fe , B-MISC
NOTICIAS, NC I-MISC, I-MISC
-, Fe , I-MISC
en, SP O, O
las, DA O, O
comunidades, NC O, O
autonomas, AQ O, O
correspondientes, AQ O, O
0, Fp , O
,,
-, Fg , O
,,
14-00, Z O, O
0, Fp , O
,,
-, Fg , O
,,
NADA, PI B-M, B-MISC
ES, VSI I, I-MISC
PARA, SP I-M, I-MISC
SIEMPRE, RG I-MISC, I-MISC
14-25, Z O, O
0, Fp , O
,,
-, Fg , O
,,
SABRINA, NC B-MISC, B-MISC
15-00, Z O, O
0, Fp , O
,,
-, Fg , O
,,
NOTICIAS, NC B-MISC, B-MISC
16-00, Z O, O
0, Fp , O
,,
-, Fg , O
,,
SABOR., NC B-MIS, B-MISC
TI, PP I, I-MISC
19-15, Z O, O
0, Fp , O
,,
-, Fg , O
,,
ALTA, AQ B-M, B-MISC
TENSION, NC I-MISC, I-MISC
20-25, Z O, O
0, Fp , O
,,
-, Fg , O
,,
LOS, DA B-, B-MISC
SIMPSON, NC I-MISC, I-MISC
21-00, Z O, O
0, Fp , O
,,
-, Fg , O
,,
NOTICIAS, NC B-MISC, B-MISC
21-55, Z O, O
0, Fp , O
,,
-, Fg , O
,,
SORTEO, NC O, O
DEL, SP O, O
CUPON, NC O, O
DE, SP O, O
LA, DA O, O
ONCE, DN B-O, B-ORG
22-00, Z O, O
0, Fp , O
,,
-, Fg , O
,,
MADE, VMI B-M, B-MISC
UN, DI I, I-MISC
USA, NC I-, I-MISC
-, Fe , B-MISC
Atrapada, VMP I-MISC, I-MISC
-, Fe , I-MISC
(, Fpa , O
1997, Z O, O
), Fpt , O
-, Fg , O
180, Z O, O
', Fz , O
0, Fp , O
,,
Direccion, NC B-ORG, B-ORG
:, Fd , O
John, NC B-P, B-PER
McGinley, NC I-PER, I-PER
0, Fp , O
,,
Interpretes, NC O, O
:, Fd , O
Molly, NC B-PE, B-PER
Parker, NC I-PER, I-PER
-, Fc , O
Blu, NC B-, B-PER
Mankuma, NC I-PER, I-PER
0, Fp , O
,,
Una, DI O, O
joven, AQ O, O
psicologa, NC O, O
que, PR O, O
tuvo, VMI O, O
una, DI O, O
dura, AQ O, O
infancia, NC O, O
debido, AQ O, O
a, SP , O
los, DA O, O
excesos, NC O, O
de, SP O, O
su, DP O, O
padrastro, NC O, O
-, Fc , O
es, VSI O, O
invitada, VMP O, O
por, SP O, O
una, DI O, O
amiga, NC O, O
suya, DP O, O
a, SP , O
pasar, VMN O, O
un, DI O, O
fin, NC O, O
de, SP O, O
semana, NC O, O
a, SP , O
su, DP O, O
mansion, NC O, O
0, Fp , O
,,
01-55, Z O, O
0, Fp , O
,,
-, Fg , O
,,
NOTICIAS, NC B-MISC, B-MISC
02-30, Z O, O
0, Fp , O
,,
-, Fg , O
,,
ANTENA., VMI B-MISC, B-MISC
DIRECTO, AQ I-MISC, I-MISC
02-55, Z O, O
0, Fp , O
,,
-, Fg , O
,,
THE, NC B-, B-MISC
MARSHAL, NC I-MISC, I-MISC
03-50, Z O, O
0, Fp , O
,,
-, Fg , O
,,
TELEVENTA, NC B-MISC, B-MISC
04-20, Z O, O
0, Fp , O
,,
-, Fg , O
,,
PELICULA, NC O, O
-, Fe , B-MISC
Angustia, NC I-MISC, I-MISC
en, SP I, I-MISC
Waco, NC I-M, I-MISC
-, Fe , I-MISC
(, Fpa , O
1993, Z O, O
), Fpt , O
-, Fg , O
89, Z O, O
', Fz , O
0, Fp , O
,,
Direccion, NC B-ORG, B-ORG
:, Fd , O
Dick, NC B-P, B-PER
Lowry, NC I-PE, I-PER
0, Fp , O
,,
Interpretes, NC O, O
:, Fd , O
Tim, NC B-, B-PER
Daly, NC I-P, I-PER
-, Fc , O
William, NC B-PER, B-PER
O'Leary, NC I-PER, I-PER
0, Fp , O
,,
David, VMI B-PE, B-PER
Koresh, NC I-PER, I-PER
-, Fc , O
un, DI O, O
alucinado, NC O, O
que, PR O, O
asegura, VMI O, O
ser, VSN O, O
Cristo, NC B-PER, B-PER
en, SP O, O
su, DP O, O
segunda, AO O, O
venida, NC O, O
a, SP , O
la, DA O, O
tierra, NC O, O
-, Fc , O
ha, VAI O, O
creado, VMP O, O
una, DI O, O
secta, NC O, O
en, SP O, O
un, DI O, O
rancho, NC O, O
de, SP O, O
Texas, NC B-LO, B-LOC
con, SP O, O
cerca, RG O, O
de, SP O, O
un, DI O, O
centenar, NC O, O
de, SP O, O
seguidores, NC O, O
que, PR O, O
cumplen, VMI O, O
sus, DP O, O
mandatos, NC O, O
con, SP O, O
fanatica, AQ O, O
fe, NC O, O
0, Fp , O
,,
05-45, Z O, O
0, Fp , O
,,
-, Fg , O
,,
TELEVENTA, NC O, O
Asuncion, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
peligro, NC O, O
de, SP O, O
una, DI O, O
intentona, NC O, O
golpista, AQ O, O
persistira, VMI O, O
en, SP O, O
Paraguay, NC B-LOC, B-LOC
porque, CS O, O
la, DA O, O
institucionalidad, NC O, O
no, RN O, O
esta, VMI O, O
afianzada, VMP O, O
y, CC , O
se, P0 O, O
hace, VMI O, O
poco, DI O, O
esfuerzo, NC O, O
por, SP O, O
detener, VMN O, O
al, SP O, O
ex, NC O, O
general, AQ O, O
Lino, NC B-P, B-PER
Cesar, NC I-PE, I-PER
Oviedo, AQ I-PER, I-PER
-, Fc , O
afirmo, VMI O, O
hoy, RG O, O
el, DA O, O
titular, NC O, O
del, SP O, O
Congreso, NC B-ORG, B-ORG
-, Fc , O
Juan, NC B-P, B-PER
Carlos, AQ I-PER, I-PER
Galaverna, NC I-PER, I-PER
0, Fp , O
,,
Galaverna, NP B-PER, B-PER
acompa�o, VMI O, O
al, SP O, O
presidente, NC O, O
de, SP O, O
la, DA O, O
Republica, NC B-ORG, B-ORG
-, Fc , O
Luis, NC B-P, B-PER
Gonzalez, AQ I-PER, I-PER
Macchi, NC I-PER, I-PER
-, Fc , O
el, DA O, O
jueves, NC O, O
pasado, AQ O, O
por, SP O, O
la, DA O, O
noche, NC O, O
cuando, CS O, O
militares, AQ O, O
y, CC , O
civiles, AQ O, O
leales, NC O, O
al, SP O, O
-, Fe , O
oviedismo, NC O, O
-, Fe , O
ocuparon, VMI O, O
-, Fc , O
al, SP O, O
menos, RG O, O
-, Fc , O
dos, DN O, O
unidades, NC O, O
castrenses, AQ O, O
y, CC , O
el, DA O, O
cuartel, NC O, O
central, AQ O, O
de, SP O, O
la, DA O, O
Policia, NC B-ORG, B-ORG
Nacional, AQ I-ORG, I-ORG
0, Fp , O
,,
El, DA O, O
presidente, NC O, O
del, SP O, O
Congreso, NC B-ORG, B-ORG
se, P0 O, O
ha, VAI O, O
convertido, VMP O, O
en, SP O, O
uno, PI O, O
de, SP O, O
los, DA O, O
principales, AQ O, O
criticos, NC O, O
del, SP O, O
mandatario, NC O, O
-, Fc , O
a, SP , O
quien, PR O, O
ha, VAI O, O
exigido, VMP O, O
una, DI O, O
mayor, AQ O, O
contundencia, NC O, O
en, SP O, O
sus, DP O, O
acciones, NC O, O
contra, SP O, O
los, DA O, O
responsables, NC O, O
de, SP O, O
la, DA O, O
sublevacion, NC O, O
0, Fp , O
,,
-, Fe , O
El, DA O, O
Gobierno, NC B-ORG, B-ORG
esta, VMI O, O
actuando, VMG O, O
de, SP O, O
oto�o, NC O, O
:, Fd , O
arranca, VMI O, O
hojas, NC O, O
-, Fc , O
pero, CC O, O
no, RN O, O
corta, AQ O, O
ramas, NC O, O
ni, CC O, O
troncos, NC O, O
y, CC , O
mucho, RG O, O
menos, RG O, O
se, P0 O, O
ocupa, VMI O, O
de, SP O, O
la, DA O, O
raiz, NC O, O
:, Fd , O
Oviedo, NC B-PER, B-PER
-, Fe , O
-, Fc , O
dijo, VMI O, O
Galaverna, NC B-PER, B-PER
a, SP , O
la, DA O, O
emisora, AQ O, O
asunce�a, AQ O, O
-, Fe , B-ORG
Radio, NC I-OR, I-ORG
Cardinal, AQ I-ORG, I-ORG
-, Fe , I-ORG
al, SP O, O
quejarse, VMN O, O
de, SP O, O
que, PR O, O
solo, RG O, O
hay, VAI O, O
ordenes, NC O, O
de, SP O, O
detencion, NC O, O
contra, SP O, O
militares, AQ O, O
de, SP O, O
bajo, SP O, O
rango, NC O, O
y, CC , O
no, RN O, O
de, SP O, O
generales, NC O, O
0, Fp , O
,,
Al, SP O, O
ser, VSN O, O
preguntado, VMP O, O
sobre, SP O, O
quienes, PT O, O
son, VSI O, O
los, DA O, O
generales, NC O, O
que, PR O, O
tienen, VMI O, O
que, CS O, O
caer, VMN O, O
-, Fc , O
Galaverna, NC B-PER, B-PER
pidio, VMI O, O
que, CS O, O
se, P0 O, O
le, PP O, O
permitiera, VMS O, O
una, DI O, O
actitud, NC O, O
de, SP O, O
cobardia, NC O, O
0, Fp , O
,,
-, Fe , O
Porque, CS O, O
-, Fg , O
explico, VMI O, O
-, Fg , O
estoy, VMI O, O
podrido, AQ O, O
de, SP O, O
hablar, VMN O, O
con, SP O, O
la, DA O, O
gente, NC O, O
que, PR O, O
tengo, VMI O, O
que, CS O, O
hablar, VMN O, O
de, SP O, O
esto, PD O, O
y, CC , O
que, PR O, O
me, PP O, O
digan, VMS O, O
si, RG O, O
-, Fc , O
que, PR O, O
ordenan, VMI O, O
que, CS O, O
se, P0 O, O
redacten, VMS O, O
los, DA O, O
decretos, NC O, O
correspondientes, AQ O, O
y, CC , O
despues, RG O, O
-, Fc , O
por, SP O, O
arte, NC O, O
de, SP O, O
no, RN O, O
se, P0 O, O
que, PT O, O
-, Fc , O
se, P0 O, O
revisa, VMI O, O
y, CC , O
no, RN O, O
me, PP O, O
dicen, VMI O, O
ni, CC O, O
siquiera, RG O, O
agua, NC O, O
va, VMI O, O
-, Fe , O
0, Fp , O
,,
Ahora, RG O, O
-, Fc , O
en, SP O, O
unas, DI O, O
declaraciones, NC O, O
a, SP , O
medios, NC O, O
periodisticos, AQ O, O
del, SP O, O
extranjero, NC O, O
-, Fc , O
Oviedo, NC B-PER, B-PER
anuncio, VMI O, O
nuevos, AQ O, O
golpes, NC O, O
-, Fc , O
-, Fe , O
y, CC , O
claro, RG O, O
que, PR O, O
puede, VMI O, O
haber, VAN O, O
otro, DI O, O
golpe, NC O, O
(, Fpa , O
0, Fp , O
0, Fp , O
), Fpt , O
-, Fc , O
porque, CS O, O
la, DA O, O
institucionalidad, NC O, O
no, RN O, O
esta, VMI O, O
afianzada, VMP O, O
como, CS O, O
corresponde, VMI O, O
-, Fe , O
-, Fc , O
resalto, VMI O, O
el, DA O, O
senador, NC O, O
0, Fp , O
,,
Ademas, RG O, O
-, Fc , O
Galaverna, NC B-PER, B-PER
revelo, VMI O, O
que, CS O, O
en, SP O, O
el, DA O, O
seno, NC O, O
de, SP O, O
las, DA O, O
Fuerzas, NC B-ORG, B-ORG
Armadas, AQ I-ORG, I-ORG
existe, VMI O, O
-, Fe , O
disconformidad, NC O, O
-, Fe , O
